 BusinessId , FinancialYearId , Revenue , TaxPayable 
 129 , 4 , 92979 , 7574 
 45 , 8 , 19081 , 27977 
 854 , 3 , 82670 , 1146 
 305 , 2 , 73560 , 9769 
 200 , 7 , 65641 , 26459 
 374 , 4 , 74042 , 10615 
 50 , 2 , 99650 , 1662 
 164 , 6 , 92996 , 12222 
 481 , 1 , 28415 , 29830 
 380 , 7 , 22780 , 8944 
 916 , 6 , 42767 , 22139 
 525 , 4 , 35949 , 20368 
 23 , 6 , 5992 , 24092 
 427 , 7 , 84655 , 2070 
 845 , 1 , 23783 , 3438 
 130 , 7 , 21688 , 33909 
 477 , 2 , 48089 , 21659 
 527 , 1 , 50131 , 10969 
 592 , 7 , 46815 , 17276 
 365 , 6 , 50326 , 27417 
 853 , 4 , 88609 , 31088 
 1000 , 6 , 14456 , 31964 
 108 , 6 , 87007 , 25883 
 488 , 8 , 68713 , 26825 
 458 , 1 , 99242 , 10297 
 366 , 7 , 64317 , 8038 
 72 , 3 , 12321 , 33097 
 122 , 2 , 84802 , 32640 
 971 , 1 , 1005 , 10180 
 302 , 2 , 87853 , 10517 
 324 , 8 , 70384 , 33873 
 464 , 3 , 92723 , 6874 
 342 , 1 , 40191 , 10057 
 816 , 7 , 48450 , 23406 
 284 , 8 , 19592 , 28075 
 475 , 3 , 55573 , 14877 
 320 , 1 , 74504 , 5755 
 712 , 6 , 17377 , 26865 
 312 , 6 , 19748 , 30711 
 401 , 5 , 21948 , 1679 
 152 , 3 , 31075 , 30222 
 454 , 5 , 18786 , 21242 
 318 , 6 , 73869 , 15731 
 979 , 8 , 67315 , 29898 
 276 , 4 , 93236 , 32182 
 255 , 3 , 83033 , 23571 
 238 , 4 , 41188 , 18781 
 688 , 6 , 84176 , 15264 
 770 , 7 , 18887 , 29648 
 884 , 7 , 43511 , 11921 
 676 , 7 , 28148 , 4711 
 180 , 3 , 41485 , 4072 
 181 , 8 , 57998 , 26940 
 970 , 4 , 44720 , 23414 
 414 , 3 , 55080 , 17336 
 904 , 7 , 78522 , 10610 
 466 , 2 , 32074 , 2094 
 449 , 3 , 13957 , 9322 
 652 , 1 , 74318 , 34472 
 847 , 8 , 1324 , 18421 
 511 , 2 , 61720 , 12519 
 61 , 8 , 14848 , 4023 
 778 , 5 , 91991 , 2042 
 524 , 7 , 40563 , 19312 
 915 , 8 , 52397 , 10072 
 138 , 4 , 50044 , 15265 
 508 , 4 , 95758 , 10311 
 452 , 8 , 57542 , 686 
 136 , 7 , 65063 , 8995 
 600 , 7 , 68210 , 23561 
 184 , 6 , 47184 , 28154 
 485 , 5 , 30712 , 29795 
 515 , 4 , 30382 , 15259 
 576 , 2 , 24866 , 15597 
 333 , 3 , 19251 , 32195 
 488 , 7 , 69822 , 9846 
 490 , 1 , 40587 , 16232 
 474 , 7 , 19692 , 30985 
 223 , 5 , 75478 , 29643 
 110 , 7 , 16208 , 21727 
 456 , 4 , 23129 , 24258 
 84 , 6 , 28145 , 17832 
 529 , 4 , 65915 , 2991 
 551 , 3 , 57494 , 33259 
 826 , 4 , 59704 , 5806 
 536 , 5 , 28899 , 29801 
 893 , 4 , 34725 , 14934 
 758 , 6 , 95471 , 21644 
 398 , 5 , 93371 , 6070 
 47 , 2 , 41070 , 17464 
 288 , 1 , 23499 , 12783 
 25 , 6 , 60546 , 31434 
 419 , 5 , 43059 , 27393 
 96 , 6 , 18424 , 12290 
 693 , 4 , 60229 , 24161 
 222 , 3 , 16226 , 26199 
 314 , 8 , 26796 , 19200 
 917 , 7 , 33306 , 31419 
 427 , 8 , 14917 , 19826 
 977 , 1 , 43191 , 16917 
 552 , 7 , 87276 , 13260 
 996 , 5 , 83646 , 18095 
 443 , 7 , 19113 , 6268 
 610 , 1 , 50677 , 6086 
 969 , 1 , 96327 , 18768 
 533 , 2 , 97436 , 9917 
 290 , 8 , 11102 , 23813 
 115 , 6 , 33132 , 11343 
 876 , 1 , 25469 , 26219 
 409 , 4 , 85258 , 7489 
 535 , 7 , 37935 , 29379 
 332 , 4 , 12382 , 6109 
 599 , 7 , 38480 , 14679 
 388 , 3 , 58110 , 12745 
 476 , 5 , 78195 , 29163 
 479 , 4 , 33575 , 29687 
 436 , 5 , 48934 , 1031 
 38 , 3 , 34496 , 3783 
 327 , 4 , 80859 , 13506 
 6 , 3 , 23498 , 15272 
 133 , 1 , 15319 , 330 
 338 , 7 , 286 , 23667 
 495 , 3 , 64172 , 29616 
 527 , 6 , 23992 , 26532 
 356 , 6 , 44711 , 10778 
 607 , 8 , 86638 , 31720 
 303 , 1 , 87653 , 2401 
 457 , 7 , 11958 , 2969 
 224 , 7 , 64638 , 26437 
 422 , 1 , 3024 , 5996 
 634 , 8 , 43026 , 25646 
 800 , 2 , 7281 , 19813 
 570 , 7 , 4774 , 11159 
 537 , 5 , 32286 , 12726 
 581 , 8 , 28933 , 8466 
 339 , 7 , 39483 , 6162 
 258 , 8 , 9031 , 11564 
 385 , 4 , 15237 , 31905 
 580 , 2 , 61168 , 14491 
 488 , 2 , 62269 , 30890 
 206 , 6 , 17796 , 5987 
 644 , 6 , 1592 , 3591 
 506 , 5 , 70002 , 30426 
 108 , 2 , 8113 , 33581 
 805 , 4 , 3135 , 23085 
 771 , 5 , 11116 , 6673 
 641 , 8 , 22066 , 16754 
 571 , 3 , 84950 , 14648 
 175 , 1 , 40229 , 18127 
 429 , 8 , 26653 , 29475 
 447 , 6 , 67293 , 25167 
 530 , 6 , 92300 , 15417 
 375 , 3 , 52448 , 17913 
 993 , 5 , 91420 , 4554 
 543 , 8 , 27872 , 16587 
 481 , 1 , 86989 , 24593 
 271 , 2 , 19474 , 23479 
 121 , 2 , 95122 , 14737 
 920 , 3 , 5966 , 30309 
 689 , 2 , 9688 , 22048 
 444 , 2 , 9783 , 7515 
 762 , 1 , 99145 , 20844 
 84 , 7 , 68495 , 19906 
 389 , 1 , 22444 , 20222 
 368 , 5 , 42231 , 16844 
 612 , 5 , 30653 , 9565 
 759 , 6 , 7607 , 29951 
 591 , 3 , 6194 , 1953 
 297 , 3 , 29176 , 4278 
 245 , 6 , 38712 , 23001 
 592 , 5 , 24543 , 18122 
 428 , 2 , 33697 , 4127 
 761 , 1 , 73329 , 24292 
 231 , 3 , 18590 , 17616 
 627 , 6 , 5701 , 9284 
 420 , 3 , 13726 , 31740 
 189 , 2 , 30285 , 28242 
 81 , 2 , 56058 , 31036 
 773 , 3 , 20856 , 3446 
 879 , 2 , 33594 , 4104 
 646 , 1 , 64572 , 14965 
 647 , 6 , 2703 , 22753 
 165 , 6 , 71729 , 19843 
 521 , 8 , 37984 , 31963 
 387 , 3 , 35732 , 15830 
 489 , 2 , 50726 , 10229 
 298 , 8 , 54834 , 1899 
 751 , 2 , 13355 , 6605 
 201 , 5 , 4413 , 31140 
 983 , 8 , 41945 , 18873 
 698 , 6 , 20008 , 17684 
 319 , 6 , 13910 , 31828 
 420 , 1 , 9270 , 1596 
 270 , 1 , 51480 , 27443 
 169 , 1 , 52486 , 23374 
 185 , 5 , 18652 , 20144 
 306 , 8 , 33098 , 18685 
 471 , 5 , 47557 , 10203 
 626 , 5 , 65882 , 16737 
 589 , 7 , 72482 , 13519 
 666 , 8 , 3509 , 11723 
 151 , 5 , 15872 , 14801 
 628 , 1 , 55773 , 10369 
 40 , 3 , 1517 , 30126 
 981 , 3 , 2110 , 11352 
 207 , 5 , 33596 , 21039 
 274 , 5 , 18971 , 26125 
 515 , 1 , 33857 , 297 
 446 , 8 , 85718 , 30270 
 676 , 6 , 14146 , 19848 
 226 , 8 , 56703 , 31352 
 13 , 1 , 63416 , 27444 
 176 , 8 , 74265 , 11290 
 624 , 1 , 72372 , 26204 
 207 , 2 , 45117 , 7082 
 344 , 4 , 7079 , 19763 
 830 , 4 , 27415 , 1000 
 415 , 7 , 30510 , 22944 
 678 , 6 , 86713 , 4392 
 494 , 3 , 91505 , 6614 
 44 , 6 , 75820 , 7666 
 309 , 4 , 94252 , 23345 
 890 , 7 , 1780 , 5813 
 577 , 3 , 87232 , 20406 
 677 , 1 , 18703 , 5316 
 648 , 7 , 10632 , 21295 
 117 , 1 , 24426 , 2531 
 907 , 1 , 21848 , 31850 
 704 , 3 , 66105 , 29242 
 578 , 1 , 87050 , 24141 
 479 , 3 , 80628 , 13054 
 960 , 5 , 82728 , 18038 
 468 , 5 , 90177 , 14298 
 499 , 4 , 48375 , 24928 
 367 , 2 , 30085 , 27381 
 435 , 4 , 48699 , 164 
 702 , 6 , 46930 , 12384 
 367 , 3 , 70212 , 24717 
 844 , 5 , 35873 , 20611 
 611 , 6 , 2136 , 29791 
 582 , 5 , 31755 , 19105 
 545 , 7 , 20976 , 1602 
 754 , 2 , 27638 , 11335 
 568 , 7 , 90268 , 11292 
 363 , 8 , 85243 , 22522 
 372 , 5 , 56593 , 25241 
 838 , 7 , 39646 , 20538 
 654 , 8 , 36899 , 10392 
 626 , 8 , 6363 , 20360 
 47 , 5 , 45406 , 3611 
 681 , 1 , 91237 , 19143 
 749 , 1 , 2588 , 30742 
 924 , 8 , 60845 , 5810 
 187 , 3 , 74377 , 10123 
 668 , 2 , 96663 , 5853 
 981 , 4 , 9257 , 23379 
 491 , 7 , 14092 , 8987 
 706 , 6 , 68542 , 24964 
 471 , 3 , 82814 , 24810 
 750 , 4 , 91478 , 25057 
 288 , 4 , 9170 , 18508 
 18 , 5 , 97123 , 29275 
 67 , 7 , 67753 , 6055 
 586 , 8 , 98668 , 6129 
 493 , 3 , 33518 , 6793 
 540 , 4 , 73975 , 13313 
 23 , 4 , 73240 , 13145 
 466 , 4 , 25890 , 21363 
 172 , 8 , 42286 , 33824 
 660 , 6 , 96418 , 6918 
 795 , 7 , 60150 , 7379 
 430 , 2 , 57203 , 11283 
 442 , 2 , 94637 , 2333 
 694 , 8 , 84577 , 9602 
 776 , 7 , 59750 , 22509 
 272 , 7 , 54843 , 6063 
 11 , 2 , 66614 , 12010 
 221 , 1 , 11513 , 29522 
 234 , 3 , 1988 , 32884 
 504 , 4 , 62111 , 15076 
 578 , 8 , 70987 , 757 
 604 , 1 , 87527 , 27140 
 676 , 2 , 15485 , 11489 
 670 , 6 , 20699 , 25631 
 601 , 8 , 95813 , 4997 
 678 , 3 , 78040 , 17312 
 710 , 6 , 21882 , 12227 
 615 , 3 , 15799 , 4175 
 345 , 3 , 51712 , 19074 
 345 , 7 , 20827 , 4002 
 919 , 5 , 34607 , 26177 
 728 , 8 , 78388 , 22420 
 528 , 1 , 87399 , 34908 
 131 , 2 , 44395 , 30554 
 201 , 2 , 92967 , 11282 
 22 , 1 , 34632 , 24830 
 176 , 1 , 53223 , 30548 
 571 , 3 , 28970 , 5205 
 631 , 4 , 56749 , 4498 
 729 , 5 , 11267 , 9208 
 793 , 1 , 83354 , 12095 
 358 , 4 , 13755 , 34175 
 413 , 1 , 94613 , 11569 
 440 , 2 , 9945 , 13442 
 510 , 6 , 85256 , 31233 
 953 , 8 , 34034 , 7860 
 630 , 7 , 7951 , 28408 
 720 , 8 , 76269 , 31209 
 62 , 4 , 14626 , 22614 
 724 , 3 , 41819 , 34790 
 764 , 3 , 42644 , 11368 
 682 , 7 , 2579 , 14465 
 125 , 3 , 66553 , 27080 
 683 , 7 , 20703 , 9734 
 804 , 4 , 20491 , 24299 
 755 , 4 , 21643 , 26369 
 612 , 3 , 81638 , 17786 
 623 , 1 , 47054 , 15424 
 832 , 8 , 2855 , 1132 
 460 , 1 , 55478 , 24481 
 40 , 7 , 52092 , 1085 
 551 , 2 , 57440 , 8970 
 774 , 2 , 74179 , 2288 
 38 , 1 , 21459 , 29821 
 160 , 1 , 61811 , 15741 
 459 , 7 , 81763 , 19959 
 434 , 2 , 69805 , 11376 
 374 , 1 , 50242 , 6779 
 3 , 6 , 91611 , 33321 
 589 , 7 , 25118 , 32680 
 404 , 6 , 1619 , 10516 
 948 , 7 , 37643 , 6804 
 559 , 5 , 54764 , 25024 
 274 , 7 , 90722 , 23676 
 723 , 3 , 78757 , 2980 
 438 , 5 , 57231 , 1582 
 750 , 8 , 92914 , 15571 
 596 , 1 , 5539 , 33048 
 24 , 8 , 35443 , 29399 
 873 , 8 , 61779 , 32138 
 564 , 4 , 70089 , 23904 
 542 , 6 , 45614 , 16019 
 338 , 7 , 1172 , 16561 
 764 , 8 , 9892 , 19284 
 708 , 5 , 78183 , 27635 
 210 , 7 , 32028 , 11712 
 123 , 5 , 11834 , 30341 
 28 , 2 , 66695 , 25174 
 369 , 6 , 23904 , 6254 
 810 , 7 , 71323 , 19914 
 714 , 6 , 52994 , 7044 
 79 , 1 , 6169 , 15123 
 144 , 4 , 26115 , 4073 
 356 , 4 , 1271 , 15017 
 763 , 7 , 59175 , 8122 
 187 , 8 , 25913 , 3125 
 693 , 3 , 39577 , 31887 
 73 , 8 , 73154 , 16748 
 746 , 1 , 48135 , 32701 
 669 , 8 , 3493 , 11274 
 865 , 7 , 64229 , 31484 
 346 , 6 , 57709 , 21629 
 179 , 2 , 84659 , 32889 
 740 , 6 , 89509 , 24935 
 451 , 5 , 40200 , 24274 
 811 , 4 , 5001 , 4563 
 737 , 3 , 47815 , 24442 
 88 , 5 , 75832 , 3403 
 956 , 4 , 41946 , 6753 
 983 , 8 , 63260 , 22717 
 423 , 4 , 28729 , 10798 
 48 , 2 , 76099 , 19738 
 733 , 1 , 11610 , 21026 
 875 , 8 , 41076 , 3995 
 591 , 5 , 85390 , 576 
 968 , 1 , 6478 , 20067 
 584 , 3 , 56267 , 27409 
 993 , 2 , 64286 , 18004 
 717 , 5 , 43276 , 2186 
 297 , 3 , 29782 , 4029 
 651 , 2 , 69928 , 24618 
 709 , 8 , 3109 , 21203 
 835 , 4 , 26337 , 525 
 587 , 8 , 20287 , 13406 
 619 , 1 , 72124 , 25635 
 320 , 6 , 95451 , 30394 
 828 , 4 , 11528 , 2730 
 308 , 2 , 53493 , 10006 
 31 , 8 , 31547 , 15553 
 695 , 4 , 52843 , 34856 
 860 , 3 , 17653 , 4696 
 28 , 8 , 19759 , 33823 
 800 , 8 , 57404 , 347 
 389 , 1 , 31950 , 18125 
 198 , 2 , 97551 , 653 
 746 , 6 , 12379 , 2275 
 505 , 5 , 60955 , 18131 
 286 , 2 , 11664 , 26627 
 897 , 4 , 69693 , 30011 
 974 , 1 , 73182 , 23071 
 996 , 5 , 84213 , 22270 
 801 , 1 , 36003 , 26937 
 569 , 7 , 24749 , 18420 
 661 , 6 , 60644 , 18538 
 905 , 4 , 42593 , 9116 
 780 , 4 , 76896 , 22306 
 707 , 1 , 94559 , 29097 
 736 , 4 , 85039 , 78 
 624 , 7 , 15881 , 14440 
 362 , 6 , 52696 , 23056 
 637 , 5 , 69647 , 10717 
 843 , 1 , 75292 , 13882 
 657 , 4 , 29878 , 14562 
 782 , 7 , 18352 , 28671 
 101 , 6 , 33565 , 21656 
 885 , 8 , 61119 , 10280 
 905 , 3 , 31372 , 21103 
 2 , 3 , 64372 , 19482 
 677 , 6 , 17384 , 34300 
 900 , 8 , 44749 , 28881 
 893 , 8 , 93473 , 1833 
 668 , 1 , 94323 , 14436 
 112 , 5 , 44284 , 22850 
 877 , 8 , 89103 , 6898 
 507 , 6 , 45606 , 18020 
 786 , 4 , 8969 , 11975 
 265 , 3 , 18694 , 19391 
 364 , 8 , 79661 , 2901 
 647 , 7 , 43526 , 3341 
 939 , 8 , 73010 , 33301 
 752 , 5 , 45524 , 1935 
 463 , 2 , 44603 , 781 
 268 , 7 , 94594 , 22994 
 531 , 4 , 70094 , 14116 
 962 , 7 , 45570 , 16760 
 883 , 2 , 33924 , 32681 
 107 , 1 , 78361 , 2783 
 607 , 6 , 65693 , 16987 
 503 , 5 , 77694 , 4290 
 289 , 5 , 95229 , 3329 
 519 , 6 , 892 , 1296 
 616 , 8 , 26490 , 2652 
 472 , 3 , 37611 , 30566 
 966 , 3 , 78851 , 27498 
 423 , 7 , 83197 , 24139 
 823 , 2 , 42362 , 25814 
 580 , 5 , 89882 , 19261 
 802 , 2 , 39051 , 6676 
 706 , 4 , 98385 , 31469 
 260 , 3 , 36431 , 25373 
 785 , 4 , 81008 , 16172 
 10 , 2 , 96584 , 33650 
 562 , 5 , 94280 , 27327 
 959 , 5 , 24944 , 1130 
 400 , 2 , 79709 , 21237 
 520 , 4 , 89890 , 7834 
 625 , 5 , 91719 , 4087 
 826 , 7 , 35646 , 11521 
 145 , 1 , 15038 , 518 
 879 , 8 , 33623 , 32141 
 593 , 2 , 58201 , 2914 
 78 , 1 , 14897 , 26196 
 915 , 6 , 41512 , 31738 
 938 , 8 , 42872 , 16139 
 395 , 2 , 7172 , 21121 
 182 , 4 , 25044 , 9935 
 855 , 3 , 80698 , 25889 
 917 , 8 , 59785 , 446 
 24 , 1 , 72783 , 11911 
 412 , 5 , 99641 , 23976 
 617 , 7 , 82758 , 7497 
 944 , 6 , 65679 , 4116 
 555 , 7 , 86678 , 15191 
 990 , 1 , 22156 , 30971 
 506 , 2 , 43856 , 27584 
 447 , 8 , 66983 , 34182 
 512 , 6 , 56712 , 18870 
 757 , 3 , 65433 , 30353 
 500 , 2 , 5906 , 17760 
 872 , 4 , 3243 , 27206 
 680 , 8 , 19088 , 27715 
 727 , 1 , 79644 , 12715 
 322 , 5 , 81277 , 6433 
 716 , 4 , 7095 , 12968 
 985 , 4 , 92002 , 17129 
 440 , 4 , 48940 , 3286 
 788 , 6 , 50323 , 8454 
 873 , 2 , 69650 , 21864 
 642 , 3 , 90386 , 27879 
 655 , 3 , 55681 , 8926 
 916 , 5 , 42206 , 28594 
 782 , 3 , 42715 , 26262 
 889 , 5 , 50655 , 16469 
 376 , 5 , 44070 , 7150 
 32 , 3 , 37027 , 414 
 711 , 6 , 85996 , 10100 
 876 , 3 , 84978 , 5914 
 252 , 4 , 94739 , 14426 
 382 , 1 , 71679 , 6377 
 896 , 3 , 58152 , 14203 
 842 , 7 , 61665 , 34926 
 934 , 6 , 30097 , 18815 
 982 , 2 , 66269 , 29766 
 116 , 7 , 98744 , 7493 
 467 , 5 , 53673 , 17876 
 179 , 7 , 15329 , 12056 
 177 , 4 , 9905 , 18458 
 412 , 4 , 72123 , 31357 
 192 , 3 , 81088 , 8546 
 383 , 2 , 12725 , 22056 
 996 , 6 , 33178 , 23964 
 912 , 2 , 26286 , 8734 
 930 , 5 , 29740 , 28762 
 173 , 5 , 11794 , 8312 
 330 , 1 , 14535 , 4425 
 609 , 2 , 78558 , 25200 
 229 , 4 , 33621 , 19763 
 830 , 3 , 34417 , 18769 
 566 , 4 , 50871 , 34011 
 742 , 7 , 58232 , 17834 
 663 , 7 , 74721 , 1480 
 696 , 2 , 11048 , 4024 
 636 , 5 , 69399 , 7567 
 280 , 6 , 17102 , 2985 
 889 , 8 , 57435 , 30383 
 24 , 5 , 40043 , 16236 
 690 , 1 , 15023 , 22648 
 5 , 2 , 42608 , 8041 
 145 , 7 , 85129 , 30556 
 725 , 5 , 57861 , 17483 
 684 , 6 , 82005 , 28267 
 166 , 3 , 61973 , 4444 
 967 , 2 , 93754 , 23975 
 282 , 7 , 47754 , 3556 
 927 , 6 , 41579 , 27281 
 526 , 2 , 88992 , 8900 
 17 , 7 , 13374 , 17949 
 861 , 6 , 82533 , 33941 
 563 , 8 , 53422 , 30093 
 57 , 6 , 76672 , 5072 
 22 , 8 , 39035 , 19828 
 394 , 2 , 78201 , 12098 
 813 , 8 , 88562 , 13317 
 93 , 2 , 77660 , 5822 
 151 , 5 , 22502 , 19963 
 975 , 3 , 15919 , 19859 
 938 , 6 , 12974 , 32500 
 630 , 8 , 38861 , 8157 
 690 , 5 , 29535 , 2724 
 897 , 1 , 58469 , 10215 
 951 , 2 , 52375 , 25338 
 341 , 1 , 50561 , 22145 
 71 , 1 , 43867 , 15415 
 104 , 3 , 13447 , 23543 
 834 , 4 , 83432 , 12723 
 883 , 6 , 50617 , 30901 
 562 , 1 , 60698 , 11247 
 45 , 5 , 49167 , 26781 
 525 , 8 , 41308 , 12110 
 9 , 1 , 13629 , 1639 
 109 , 6 , 306 , 24409 
 965 , 2 , 67298 , 10417 
 765 , 5 , 86994 , 801 
 502 , 7 , 23227 , 26063 
 498 , 5 , 30721 , 28790 
 860 , 4 , 71205 , 19519 
 518 , 1 , 32532 , 19760 
 824 , 6 , 81986 , 25206 
 49 , 8 , 70216 , 16031 
 853 , 7 , 25543 , 30526 
 750 , 3 , 65184 , 7250 
 153 , 7 , 51088 , 20823 
 963 , 3 , 80995 , 23677 
 985 , 6 , 74199 , 28939 
 575 , 7 , 19197 , 33007 
 718 , 5 , 96521 , 24382 
 633 , 3 , 22486 , 25708 
 650 , 4 , 91740 , 1745 
 386 , 1 , 94600 , 18022 
 949 , 5 , 41516 , 10523 
 859 , 7 , 27069 , 18736 
 76 , 1 , 76163 , 14490 
 721 , 5 , 13072 , 5316 
 43 , 6 , 26660 , 20341 
 629 , 4 , 5486 , 27146 
 54 , 6 , 31444 , 6121 
 536 , 2 , 18105 , 24029 
 399 , 8 , 80307 , 432 
 577 , 4 , 64323 , 25833 
 858 , 8 , 90963 , 31380 
 941 , 1 , 28294 , 32654 
 870 , 3 , 64208 , 26169 
 756 , 7 , 41225 , 21830 
 58 , 8 , 39793 , 28453 
 406 , 1 , 76366 , 15664 
 869 , 7 , 71737 , 9410 
 482 , 5 , 91207 , 11297 
 98 , 1 , 65335 , 22255 
 866 , 5 , 46939 , 12032 
 857 , 2 , 51298 , 443 
 743 , 3 , 83388 , 99 
 63 , 8 , 30989 , 7294 
 674 , 8 , 68646 , 27126 
 220 , 7 , 3992 , 7199 
 106 , 7 , 93286 , 2964 
 924 , 4 , 1286 , 4515 
 905 , 6 , 69567 , 33468 
 256 , 3 , 69669 , 21477 
 17 , 4 , 94250 , 25536 
 529 , 7 , 86911 , 23341 
 185 , 4 , 28130 , 5193 
 922 , 6 , 68958 , 9501 
 872 , 4 , 54568 , 8758 
 604 , 4 , 99793 , 1587 
 359 , 2 , 86561 , 17904 
 360 , 5 , 24143 , 9918 
 99 , 5 , 54226 , 5101 
 979 , 8 , 60334 , 15460 
 490 , 3 , 17741 , 33918 
 545 , 7 , 99277 , 22668 
 7 , 2 , 53099 , 30491 
 395 , 1 , 52225 , 19327 
 302 , 3 , 17663 , 34373 
 765 , 8 , 79253 , 19652 
 675 , 6 , 97249 , 32873 
 548 , 1 , 975 , 16081 
 122 , 8 , 9863 , 33994 
 606 , 4 , 41202 , 30225 
 951 , 6 , 97834 , 13274 
 139 , 8 , 47460 , 23597 
 713 , 1 , 5314 , 13085 
 353 , 2 , 57151 , 3453 
 715 , 7 , 44801 , 24713 
 206 , 8 , 43301 , 17579 
 47 , 2 , 58129 , 10424 
 309 , 8 , 96081 , 11442 
 191 , 1 , 7517 , 22365 
 385 , 7 , 9080 , 33118 
 78 , 8 , 33374 , 17376 
 78 , 1 , 4199 , 22631 
 827 , 8 , 61877 , 7654 
 67 , 8 , 48437 , 2552 
 42 , 4 , 86058 , 9896 
 684 , 5 , 77412 , 2491 
 72 , 5 , 62832 , 26186 
 27 , 4 , 59337 , 23152 
 957 , 8 , 9640 , 17411 
 147 , 4 , 41432 , 20242 
 880 , 7 , 53232 , 10548 
 560 , 4 , 52222 , 5745 
 471 , 3 , 17511 , 4308 
 789 , 6 , 30872 , 30837 
 881 , 6 , 47594 , 23338 
 809 , 7 , 47662 , 24365 
 684 , 8 , 98200 , 4952 
 295 , 3 , 31162 , 15772 
 887 , 5 , 13325 , 7921 
 359 , 1 , 89393 , 7473 
 956 , 1 , 6743 , 9327 
 157 , 6 , 92311 , 21883 
 348 , 4 , 91424 , 5522 
 640 , 3 , 28365 , 3242 
 819 , 5 , 71835 , 8202 
 719 , 4 , 46789 , 1938 
 747 , 7 , 81597 , 10255 
 478 , 3 , 70980 , 1740 
 737 , 7 , 24156 , 19789 
 585 , 4 , 11266 , 26179 
 791 , 2 , 41664 , 26163 
 36 , 2 , 90481 , 6461 
 818 , 4 , 16626 , 22554 
 237 , 6 , 45146 , 6983 
 155 , 8 , 26960 , 33084 
 654 , 3 , 13541 , 11287 
 650 , 8 , 37399 , 15014 
 414 , 3 , 4661 , 27939 
 871 , 5 , 66168 , 9430 
 349 , 7 , 40251 , 31881 
 882 , 4 , 16420 , 28466 
 560 , 3 , 37912 , 9720 
 523 , 2 , 91336 , 33671 
 132 , 5 , 68431 , 13751 
 325 , 5 , 87970 , 19676 
 217 , 3 , 45612 , 7529 
 885 , 6 , 29949 , 19288 
 836 , 3 , 74442 , 17249 
 165 , 4 , 9556 , 15116 
 981 , 1 , 97140 , 348 
 245 , 1 , 45102 , 12626 
 113 , 8 , 26966 , 29652 
 777 , 4 , 82755 , 3520 
 747 , 1 , 18124 , 14891 
 532 , 6 , 2336 , 23791 
 995 , 2 , 41064 , 30494 
 445 , 6 , 12775 , 17108 
 75 , 6 , 33512 , 4411 
 125 , 4 , 76603 , 29350 
 186 , 1 , 39268 , 7958 
 558 , 6 , 95816 , 27237 
 486 , 3 , 91853 , 24446 
 176 , 5 , 35180 , 3363 
 779 , 4 , 98374 , 26232 
 287 , 2 , 99769 , 29079 
 931 , 6 , 62752 , 4087 
 579 , 8 , 35595 , 18192 
 561 , 5 , 72366 , 32326 
 172 , 6 , 3912 , 32753 
 573 , 4 , 34052 , 12050 
 935 , 8 , 10262 , 9350 
 806 , 6 , 93538 , 12014 
 103 , 6 , 64995 , 6341 
 875 , 6 , 73075 , 11040 
 102 , 5 , 72972 , 14008 
 94 , 7 , 68832 , 34607 
 363 , 5 , 974 , 23212 
 346 , 7 , 22993 , 26771 
 605 , 6 , 40395 , 18567 
 807 , 3 , 26222 , 673 
 903 , 7 , 16839 , 17650 
 950 , 5 , 7154 , 28007 
 841 , 7 , 61423 , 21625 
 483 , 7 , 27017 , 19440 
 986 , 3 , 66165 , 13552 
 31 , 2 , 14697 , 31512 
 690 , 6 , 7726 , 2940 
 317 , 3 , 98502 , 7662 
 34 , 1 , 42809 , 18193 
 264 , 7 , 85897 , 2590 
 209 , 6 , 766 , 29179 
 468 , 2 , 3887 , 10603 
 783 , 8 , 28058 , 33589 
 929 , 5 , 26899 , 1472 
 907 , 2 , 44436 , 4644 
 820 , 1 , 24567 , 4020 
 335 , 6 , 2732 , 6356 
 321 , 6 , 92962 , 7438 
 798 , 3 , 68662 , 19672 
 811 , 8 , 25218 , 15589 
 910 , 3 , 10016 , 24337 
 705 , 2 , 57584 , 21963 
 855 , 5 , 70530 , 19496 
 194 , 1 , 75504 , 3065 
 344 , 2 , 86877 , 25998 
 787 , 4 , 51564 , 611 
 864 , 2 , 61972 , 23311 
 126 , 6 , 9680 , 27481 
 717 , 4 , 45153 , 883 
 215 , 8 , 33505 , 24184 
 942 , 6 , 40089 , 7281 
 139 , 7 , 89782 , 25337 
 912 , 8 , 93118 , 20845 
 211 , 1 , 50380 , 28677 
 822 , 2 , 22428 , 25308 
 931 , 1 , 88661 , 34230 
 185 , 4 , 30430 , 2820 
 75 , 6 , 8162 , 18923 
 843 , 1 , 32209 , 12679 
 109 , 8 , 85072 , 32568 
 49 , 8 , 55026 , 1146 
 653 , 6 , 37094 , 10530 
 702 , 5 , 29556 , 14132 
 192 , 8 , 18016 , 30163 
 644 , 6 , 33286 , 17872 
 613 , 6 , 6375 , 33748 
 254 , 6 , 65479 , 13426 
 101 , 1 , 38095 , 4868 
 13 , 5 , 28639 , 6396 
 219 , 4 , 48404 , 9987 
 936 , 1 , 66100 , 28251 
 59 , 8 , 8013 , 15773 
 274 , 4 , 54332 , 7099 
 929 , 6 , 15177 , 2977 
 72 , 1 , 16206 , 11337 
 116 , 5 , 59256 , 30688 
 79 , 1 , 36625 , 8510 
 292 , 7 , 85919 , 18560 
 436 , 6 , 40140 , 28443 
